,JENIS PPH,TAHUN PAJAK,MASA PAJAK,NOMOR BUPOT,IDENTITAS DIPOTONG,JENIS IDENTITAS DIPOTONG,NAMA DIPOTONG,KODE OBJEK PAJAK,JUMLAH BRUTO,PPH DIPOTONG,STATUS BUKTI POTONG,PEMB KE-,,NAMA DOK REF,NOMOR DOK REF,TGL DOK REF,STATUS PELAPORAN,,
,PPH23,2020,11,3300005112,740307228434000,NPWP,MAHAKARYA ,24-104-53,5357143,107142,NORMAL,0,,Invoice,154/MUF/XI/20,2020-11-23T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005113,019957950064000,NPWP,JARINGAN DELTA ,24-104-34,3150000,63000,NORMAL,0,,Invoice,DSMG1IX2001,2020-09-13T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005114,024493637435000,NPWP,CIBITUNG MOTOR ,24-104-34,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-10-08T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005115,024365926407000,NPWP,MURNI SUBAJA MAS,24-104-34,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-10-07T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005116,024365926407000,NPWP,MURNI SUBAJA MAS,24-104-34,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-10-07T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005117,010611739093000,NPWP,BANK MANDIRI ,24-100-01,1764706,264705,NORMAL,0,,Invoice,361/MKTCOMM/MDC,2020-10-20+07:00,BELUM POSTING,,
,PPH23,2020,11,3300005118,764080271034000,NPWP,SURYA MANDIRI ,24-104-23,129908163,2598163,NORMAL,0,,Invoice,005-006/SMM/X/20,2020-10-05T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005119,019670249073000,NPWP,SUPRA PRIMATAMA ,24-104-26,8500000,170000,NORMAL,0,,Invoice,11/20/00362469,2020-11-01T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005120,019552132054000,NPWP,ADI SARANA ,24-100-02,751880000,15037600,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-19T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005121,033048125047000,NPWP,ANUGERAH ,24-104-34,22590909,451818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005122,730322450418000,NPWP,DWI JAYA MOTOR,24-104-34,164166667,3283333,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005123,775376569502000,NPWP,LEGITO,24-104-18,38854077,777081,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005124,747653392426000,NPWP,ABBASHI PRIMA ,24-104-18,76137037,1522740,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005125,750774267625000,NPWP,ADHIRAJASA ,24-104-18,3061224,61224,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005126,804910453731000,NPWP,AGHNIA HUDY ,24-104-18,2182653,43653,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005127,745854414436000,NPWP,ALFHAT JAYA ABADI,24-104-18,8775509,175510,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005128,818578999404000,NPWP,ALFITO ANUGRAH ,24-104-18,9336735,186734,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005129,755274131434000,NPWP,ALIFA MAJU JAYA,24-104-18,5648979,112979,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005130,761547447732000,NPWP,AMAN JAYA ,24-104-18,37091837,741836,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005131,746934132605000,NPWP,ANUGERAH DUA ,24-104-18,17381630,347632,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005132,855760955401000,NPWP,ANUGRAH WIJAYA ,24-104-18,27551020,551020,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005133,935109264602000,NPWP,AZZAM KARYA ,24-104-18,5612244,112244,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005134,848808069543000,NPWP,BALA MANUNGGAL ,24-104-18,21275510,425510,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005135,750926099732000,NPWP,BANUA PUTRA ,24-104-18,5897959,117959,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005136,930400080521000,NPWP,BANYUMAS PUTRA ,24-104-18,1224490,24489,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005137,821127503625000,NPWP,BAROKAH JUANDA ,24-104-18,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005138,755904547655000,NPWP,BAROKAH MANDIRI ,24-104-18,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005139,829155183401000,NPWP,BAYU GATRA ,24-104-18,4438776,88775,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005140,855080586801000,NPWP,BENTENG BIRO ,24-104-18,55612244,1112244,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005141,745440073101000,NPWP,BERKAH JAZABA ,24-104-18,11224490,224489,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005142,832484430722000,NPWP,BERKAT CAHAYA ,24-104-18,58877548,1177550,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005143,862942802006000,NPWP,BETA ASET ,24-104-18,17142857,342857,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005144,748821774205000,NPWP,BINTANG BARAT ,24-104-18,75918369,1518367,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005145,744109034419000,NPWP,BINTANG TIDAR ,24-104-18,126530611,2530612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005146,746483841606000,NPWP,BRAHMA DANU ,24-104-18,2551020,51020,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005147,763808409643000,NPWP,CAKRA BAYMAX ,24-104-18,66326529,1326530,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005148,909007403124000,NPWP,CAKRABIRAWA INTI ,24-104-18,34514286,690285,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005149,812593283653000,NPWP,DEWA ELANG ,24-104-18,16377549,327550,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005150,743994543503000,NPWP,DEWA MULYA ,24-104-18,198634692,3972693,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005151,836912774421000,NPWP,DIRDY PELANGI ,24-104-18,4142857,82857,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005152,758371488501000,NPWP,DJAVA SINAR ,24-104-18,60983673,1219673,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005153,758371488501000,NPWP,DJAVA SINAR ,24-104-18,22755101,455102,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005154,746399591404000,NPWP,DOHAN PUTRA ,24-104-18,23469388,469387,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005155,745671305403000,NPWP,DUA BERSAUDARA ,24-104-18,306122,6122,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005156,751408329602000,NPWP,DWI CIPTA MULYA ,24-104-18,11224488,224489,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005157,745517763541000,NPWP,ELANG  BALAKOSA ,24-104-18,22959183,459183,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005158,744084302505000,NPWP,NURYANTO,24-104-18,24785692,495713,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005159,717628986112000,NPWP,FAJAR SAQILA ,24-104-18,1995918,39918,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005160,865012892436000,NPWP,FAJAR ,24-104-18,3826530,76530,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005161,851786566122000,NPWP,FERDIAN MITRA ,24-104-18,4948980,98979,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005162,755344066427000,NPWP,GABY JAYA ABADI,24-104-18,87244895,1744897,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005163,767288483405000,NPWP,GADING BERKAH ,24-104-18,17270410,345408,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005164,745939330614000,NPWP,HABIBI JAYA ABADI,24-104-18,1020408,20408,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005165,806266243416000,NPWP,HADYTIA SURANO ,24-104-18,16479591,329591,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005166,813817814626000,NPWP,HARMONI DUA ,24-104-18,71019131,1420382,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005167,747769867212000,NPWP,HARMONI INSAN ,24-104-18,1714286,34285,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005168,826424426435000,NPWP,HEMA GLORI ,24-104-18,59734693,1194693,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005169,755850484015000,NPWP,INDAH MANCIR ,24-104-18,17841468,356829,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005170,755465465447000,NPWP,ISLAN SHAKIRA ,24-104-18,3061224,61224,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005171,935226613216000,NPWP,JASA GLOBAL ,24-104-18,15839796,316795,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005172,839042140731000,NPWP,JAYA PERDANA ,24-104-18,46181632,923632,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005173,746376631412000,NPWP,JESRI INDO ,24-104-18,25765305,515306,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005174,850149014416000,NPWP,JOSSI JAYA ,24-104-18,30816327,616326,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005175,818562423807000,NPWP,KAISAR PUTRA ,24-104-18,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005176,728951476643000,NPWP,KASIH ABADI ,24-104-18,2209796,44195,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005177,843168139521000,NPWP,KAWITAN PUTRA ,24-104-18,13265306,265306,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005178,901935783416000,NPWP,KENRICH JAYA ,24-104-18,3673469,73469,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005179,817964893324000,NPWP,KHARISMA ELANG ,24-104-18,90306121,1806122,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005180,859392623805000,NPWP,KIWAL GARUDA ,24-104-18,3061224,61224,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005181,824601397626000,NPWP,KOMANDO GAGAK ,24-104-18,7653060,153061,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005182,822128245526000,NPWP,LANGKAH USAHA ,24-104-18,7704081,154081,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005183,741975643435000,NPWP,LESTO ABADI JAYA,24-104-18,201530611,4030612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005184,936691989307000,NPWP,LIMA SAKTI ,24-104-18,2040816,40816,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005185,743074288448000,NPWP,LIMA SATU TIGA ,24-104-18,40102038,802040,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005186,843443938045000,NPWP,LINTAS BAKTI ,24-104-18,80204080,1604081,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005187,751734179517000,NPWP,LUCRETIA MANDIRI ,24-104-18,32653061,653061,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005188,900509100513000,NPWP,MANGGALA ,24-104-18,10765304,215306,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005189,750019218502000,NPWP,MANUNGGAL JAYA ,24-104-18,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005190,744361338402000,NPWP,MARHAN SUKSES ,24-104-18,66326530,1326530,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005191,753113448436000,NPWP,MATASIRI PUTRA ,24-104-18,1785714,35714,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005192,858497738426000,NPWP,MITRA JASA ADI ,24-104-18,58902906,1178058,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005193,836358028807000,NPWP,MITRA SULSEL ,24-104-18,66530612,1330612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005194,744427832822000,NPWP,MULTI DAYA ,24-104-18,29591837,591836,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005195,759882582323000,NPWP,MULYA JAYA MAJU ,24-104-18,14285714,285714,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005196,942571803205000,NPWP,NAGA TRI YUDHA ,24-104-18,29948980,598979,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005197,803490374802000,NPWP,NOAH PUTRA ,24-104-18,27040816,540816,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005198,749680815603000,NPWP,OPPU AMBAR ,24-104-18,20918367,418367,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005199,843272774425000,NPWP,PANCASILA ABADI ,24-104-18,14851496,297029,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005200,943539015307000,NPWP,PANGLIMA JAYA ,24-104-18,38265306,765306,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005201,743147373505000,NPWP,PERISAI BHAKTI ,24-104-18,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005202,746621010516000,NPWP,PRIMA INVEST ,24-104-18,14927652,298553,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005203,755267960609000,NPWP,PUJA KESUMA JAYA ,24-104-18,12244898,244897,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005204,745708107405000,NPWP,PUTERA CAKRA ,24-104-18,1181909735,23638194,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005205,826484362429000,NPWP,PUTRA ASMORO ,24-104-18,8051020,161020,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005206,808241848421000,NPWP,PUTRA TANIMBAR ,24-104-18,55571423,1111428,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005207,923333215013000,NPWP,RADAR BINTANG ,24-104-18,10204082,204081,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005208,800375404444000,NPWP,RAJAWALI ANDI ,24-104-18,269441036,5388820,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005209,817536519422000,NPWP,RAJAWALI LIO ,24-104-18,20877552,417551,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005210,742573850602000,NPWP,RAJAWALI ,24-104-18,18367346,367346,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005211,742985120416000,NPWP,RIFKY PUTRA ,24-104-18,314489792,6289795,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005212,743417446655000,NPWP,RIZKI PUTRA ,24-104-18,21581631,431632,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005213,742933633414000,NPWP,RYAN KARYA ,24-104-18,25969386,519387,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005214,841220320001000,NPWP,SALELA NUSU ,24-104-18,23073470,461469,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005215,839277233543000,NPWP,SAPTA MANGGALA ,24-104-18,56703672,1134073,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005216,864671730445000,NPWP,SARIBU RAJA ,24-104-18,8163265,163265,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005217,930569736515000,NPWP,SATYA MULIA ,24-104-18,15306122,306122,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005218,902991231653000,NPWP,SEGITIGA CAHAYA ,24-104-18,3061224,61224,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005219,745480962526000,NPWP,SENTOT ARYANI ,24-104-18,1530612,30612,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005220,815543327906000,NPWP,SKANON BINTANG ,24-104-18,1275510,25510,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005221,763987526436000,NPWP,SUMBER REZEKI ,24-104-18,1785714,35714,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005222,843545302421000,NPWP,TANIA SYERA ,24-104-18,13265306,265306,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005223,808895049043000,NPWP,TIFA MANDIRI ,24-104-18,1836735,36734,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005224,761291806622000,NPWP,TIGA BERLIAN ,24-104-18,68469388,1369387,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005225,824107197617000,NPWP,TIUR MANDALA ,24-104-18,15306122,306122,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005226,737088278652000,NPWP,TJOKRO ,24-104-18,42959183,859183,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005227,750675373436000,NPWP,TUA OKI BERKAT ,24-104-18,2857143,57142,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005228,857560619412000,NPWP,UNHELU LUMAOU ,24-104-18,30612245,612244,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005229,839211810028000,NPWP,WDY BUANA ,24-104-18,10612244,212244,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005230,831744743403000,NPWP,WIJAYA AGUNG ,24-104-18,9744897,194897,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005231,752133496405000,NPWP,YUDA PERKASA ,24-104-18,18367347,367346,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005232,908775000401000,NPWP,ZAHRA BERSAMA ,24-104-18,3191021,63820,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005233,746791920307000,NPWP,PUTRA PENDAWA ,24-104-18,71224489,1424489,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005234,494874308506000,NPWP,SUKRIYANTO,24-104-18,6622449,132448,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005235,705013878406000,NPWP,TEDY NUGRAHA,24-104-18,37164592,743291,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005236,020955357402000,NPWP,TUNAS SAKTI,24-104-18,5277778,105555,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005237,730322450418000,NPWP,DWI JAYA MOTOR,24-104-18,10131093,202621,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005238,730322450418000,NPWP,DWI JAYA MOTOR,24-104-18,185185,3703,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005239,024511669402000,NPWP,BEKY SRI REJEKI ,24-104-18,14074074,281481,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005240,021990874008001,NPWP,BINTANG MOTOR ,24-104-18,2592593,51851,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300005241,023131246004000,NPWP,BUMI SUMBER ,24-104-18,740741,14814,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
